No.,Category,Name,Importance,Discrimination Flag,In-Category Weighting,Overall Weighting of Question,Description,Good,Bad,Question,Explanation/Ground truth,Conditional score flag,Conditional applicability note,,,,,,,,,,,,,,,,,,,,
107,Structure,Label-to-value alignment,2 = important,FALSE,1.98%,0.28%,"Subtitles, categories, and calculation names should be aligned with their respective values so the reader can clearly associate each label with the data it describes.","Subtitles, categories, and calculation names are aligned with their respective values; associations are immediately clear.","Labels are offset from or misaligned with their respective values, making it unclear which label belongs to which data.","Are subtitles, categories, and calculation names aligned with their respective values?",Misaligned labels force the reader to guess which label belongs to which row or column of data - a common source of misinterpretation. Clear label-to-value alignment is essential for readability and auditability.,FALSE,N/A,,,,,,,,,,106,96.58%,0.22%,,,,,,,,
108,Structure,Best-fit structure for stated purpose,1 = highly important,FALSE,4.95%,0.69%,"Beyond being merely acceptable, the structure should be the best fit given the model's specific requirements, audience, and foreseeable future uses. This item fails only where a clearly better alternative exists and can be articulated.","The structure is well-justified as the best choice for the model's requirements, audience, and foreseeable future uses.","A clearly better structure exists for the model's requirements, audience, or foreseeable uses, and the chosen structure creates avoidable friction.","Is the chosen structure the best fit given the model's requirements, audience, and foreseeable uses?","This item goes one step beyond basic appropriateness: even a workable structure may not be the best available given the model's specific requirements, audience, and foreseeable future uses. It should be judged only where a clearly better alternative can be identified and articulated, so that a sound structure is not penalized for failing to be theoretically perfect.",FALSE,N/A,,,,,,,,,,107,96.79%,0.22%,,,,,,,,
109,Structure,Deal vs. planning orientation,1 = highly important,FALSE,4.95%,0.69%,"The structure (calculation architecture) should reflect whether the model is for one-time deal evaluation or ongoing planning, as these require different data-refresh cadence, flexibility, and reporting depth.",Structure (calculation architecture) matches the model's deal-evaluation or ongoing-planning purpose.,Structure does not match the deal-vs-planning intent.,Does the structure match whether the model is for one-time deal evaluation or for ongoing planning?,"A model built for one-time deal evaluation has different structural requirements than one designed for ongoing planning: refresh cadence, the flexibility built into the timeline, and the depth of reporting all differ. This item assesses the structure itself; whether the build is flexible enough for later reuse is assessed separately under flexibility.",TRUE,"Applies: cases the brief frames either as a transaction or deal appraisal (LBO, M&A, project or investment appraisal, a valuation supporting a one-off decision, the pricing of an instrument for a buy-or-not decision) or as an ongoing planning tool (budget, forecast, operating plan, FP&A model, liquidity monitoring) - the structure should visibly reflect which. N/A: cases that are neither - a technical schedule, a reporting or compliance calculation, a pricing, costing or capacity-sizing tool with no deal or planning frame. How to tell from the starting file: read the task header and the question set. 'FP&A task ... build an integrated 3-statement model / working capital model' is a planning frame; 'valuation task ... value the company' is a deal frame. Mark N/A only where neither fits.",,,,,,,,,,108,97.01%,0.22%,,,,,,,,
110,Structure,Real fiscal year handling,0 = ultra important,FALSE,11.88%,1.66%,"The model must handle the entity's real fiscal calendar, including non-calendar year-ends (e.g., July-June). Where the case context specifies no fiscal calendar, a calendar-year assumption is acceptable provided it is stated.","The model correctly reflects the entity's fiscal year, including non-calendar year-ends - or no fiscal calendar is specified and the assumption used is stated.","The model assumes a calendar year where the case context specifies a different fiscal year-end, or the assumption is left unstated.","Does the model handle the entity's real fiscal year, including non-calendar year-ends?","Many companies have non-calendar fiscal years (e.g., July-June). The model must handle the real fiscal calendar to avoid systematic mismatches with reported financials and misdated periods. Where the case context specifies no fiscal calendar, a calendar-year assumption is acceptable provided it is stated explicitly.",TRUE,"Applies: any case tied to a real entity's reporting calendar, or where the brief states a year-end, mentions interim reporting, mixes entities with different fiscal year-ends that must be aligned, or requires the model to tie back to reported financials. N/A in two situations: abstract models running on generic 'Year 1 ... Year n' periods with no entity calendar and no reporting tie; AND cases that supply already-prepared figures with an explicit instruction to use them as given - there the brief switches the calendarization question off, so do not penalize the model for leaving differing period ends unaligned. How to tell from the starting file: look for year-end dates, fiscal period columns or a stated calendar in the pack, then check whether the brief asks for any adjustment. A stated start date of 1 January with annual periods and no other calendar reference is a calendar-year assumption, which the model must state but which does not by itself make this item demanding.",,,,,,,,,,109,97.23%,0.22%,,,,,,,,
111,Structure,Stub period handling,0 = ultra important,FALSE,11.88%,1.66%,"Stub periods (partial periods at the start or end of a forecast) must be calculated correctly using a day-count convention (actual/365, actual/360, 30/360) appropriate to the model's purpose, the case context/instructions, and the jurisdiction. A model whose periods are all full periods satisfies this item by default.",Stub periods are calculated correctly with an appropriate day-count convention - or the model contains no stub periods.,Stub periods arise but are mishandled or ignored.,Are stub periods/partial years handled correctly (or does the model contain none)?,"Stub periods (partial periods at the beginning or end of a forecast) are a common source of error and are easy to overlook, because the model still computes cleanly under a full-period assumption. They must be calculated using a day-count convention appropriate to the jurisdiction and instrument type so that valuations and totals are accurate. Where every period is a full period, the item is satisfied by default.",TRUE,"Applies: wherever the case creates a partial period - a valuation, as-of or start date falling mid-period, a transaction closing mid-period, an asset placed in service or a building ready mid-month, debt drawn or repaid intra-period, an irregular first or last coupon, a forecast starting or ending off the period boundary, or a mid-year or mid-month discounting convention. N/A: cases whose periods are all full and aligned to the model's period grid, with no partial period anywhere. How to tell from the starting file: test every date on the assumptions tab against the period grid the brief implies - the grid decides. A 1 July start is a stub on an annual model but a full period on a monthly one; an issuance date a few weeks before the first coupon creates a stub on any grid. Where the brief names a day-count convention (actual/365, actual/360, 30/360, Canadian compound), a stub is almost certainly in scope.",,,,,,,,,,110,97.45%,0.22%,,,,,,,,
112,Structure,Functional sheet separation,1 = highly important,FALSE,4.95%,0.69%,"Cover, inputs, calculations, analyses, and outputs should each sit on separate sheets with no function mixing on a single sheet (unless there is a clear structural reason).",Each function sits on its own sheet with no mixing (unless there is a clear structural reason).,"Functions are mixed on the same sheet (e.g., inputs and calculations together).","Are all worksheets separated by function? (cover, inputs, calculations, analyses, outputs/summaries on separate sheets, no mixing on one sheet)","Separation by function (cover, inputs, calculations, outputs on separate sheets) is a core modeling principle that makes the model auditable, reduces error risk, and allows changes in one area without impacting the whole model.",TRUE,"Applies: any case large enough to warrant more than one sheet - where assumptions, calculations, statements, analyses and outputs each carry enough content to stand alone. N/A: a genuinely small case deliberately built on one sheet, provided cover, inputs, calculations and outputs sit in clearly delineated, labeled blocks. How to tell from the starting file: if the case pack itself separates instructions, assumptions, data and questions across tabs, the submitted build should be at least as separated - apply. Reserve N/A for the smallest cases: one supplied table, one calculation, one answer.",,,,,,,,,,111,97.66%,0.22%,,,,,,,,
113,Structure,Logical tab order,2 = important,FALSE,1.98%,0.28%,Tabs should be ordered to follow model flow: cover → table of contents → assumptions/inputs → calculations → (financial statements) → (analyses/scenarios) → outputs/summary → error checks.,Tabs follow a clear model flow from cover to inputs to calculations to statements to outputs to error checks.,Tabs are out of model-flow order.,Are the tabs ordered according to the model flow logic (order): from inputs/assumptions at top to calculations to outputs and reporting?,Tabs should be arranged in a logical order so the reader can follow the model's workflow from inputs through calculations to outputs and reach the part they need quickly. This ordering is standard practice and is the first thing a reviewer uses to orient themselves.,TRUE,"Applies: workbooks of roughly three or more sheets, where tab order carries navigational meaning and should follow the flow from inputs through calculations to outputs and checks. N/A: single-sheet workbooks, and two-sheet workbooks where the order conveys nothing. How to tell from the starting file: count the sheets the brief implies - assumptions, each schedule or statement, analyses, outputs, answers, checks. Three or more means apply. When in doubt, apply: ordering costs nothing to get right, and a reviewer notices immediately when it is wrong.",,,,,,,,,,112,97.87%,0.21%,,,,,,,,
114,Structure,Functional calculation sections,1 = highly important,FALSE,4.95%,0.69%,"Calculations should be split into clearly labeled functional sections (e.g., Revenue, COGS, OpEx, CapEx, Debt, Equity).",Calculations are grouped into clear functional sections.,Calculations are not sectioned; all items are mixed together.,Are calculations split into functional sections?,"Splitting calculations into clearly delineated functional sections (revenue, costs, capex, debt, etc.) improves readability, auditability, and ease of maintenance.",FALSE,N/A,,,,,,,,,,113,98.07%,0.20%,,,,,,,,
115,Structure,Buffer rows for totals,3 = not absolutely crucial,FALSE,0.99%,0.14%,Buffer rows or columns should sit above/beside totals so new line items can be inserted without breaking SUM formulas.,Buffer rows/columns let new items be inserted without breaking totals.,No buffers; inserting line items breaks total formulas.,Are buffer rows/columns for total calculations built in?,"A buffer row above a total - and a buffer column beside it - means the SUM range already extends past the last line item, so a new item can be inserted without editing the total formula. Without it, inserted rows fall outside the range and are silently excluded.",FALSE,N/A,,,,,,,,,,114,98.26%,0.19%,,,,,,,,
116,Structure,Buffer rows between sections,2 = important,FALSE,1.98%,0.28%,Major sections should be separated by buffer rows for visual clarity.,Major sections are separated by buffer rows.,Major sections run together without spacing.,Are major sections separated by buffer rows?,"Buffer rows between major sections give the model visual structure, so the reader can see where one block ends and the next begins without reading every label.",FALSE,N/A,,,,,,,,,,115,98.42%,0.16%,,,,,,,,
117,Structure,Clear section headers,2 = important,FALSE,1.98%,0.28%,"Each major model component should have a clear, descriptive section header.",Each major component has a clear section header.,Section headers are missing or unclear.,Are section headers clearly labeled for each major model component?,"Clear section headers let a reader locate the part of the model they need without scanning formulas, and make the model's overall logic visible at a glance.",FALSE,N/A,,,,,,,,,,116,98.56%,0.14%,,,,,,,,
118,Structure,Consistent tab structure,2 = important,FALSE,1.98%,0.28%,"Similar tabs should share a consistent layout - same columns for headings, sub-headings, units, subtotals, etc.",Similar tabs share a consistent layout.,Similar tabs use inconsistent column structures.,"Is a consistent worksheet structure used for similar tabs? (i.e. same columns used for headings, sub-heading, units, etc.)","Using a consistent structure across similar tabs (same column for headings, units, sub-totals, etc.) reduces cognitive load for the reader and enables easier cross-sheet formulas.",TRUE,"Applies: cases implying two or more tabs of the SAME KIND - several calculation schedules, several segment, entity or product tabs, several statement tabs, or a detailed build plus an aggregated version of the same model - where a shared column layout (label column, unit column, first period column, subtotal placement) is expected. N/A: single-sheet workbooks, and workbooks in which every tab serves a different function and therefore has no peer to be consistent with. How to tell from the starting file: does the brief demand several parallel builds (per product, per segment, per schedule, per statement) or a second view of the same model at a different frequency? If yes, apply, and expect the same rows and columns to mean the same thing on each of them.",,,,,,,,,,117,98.70%,0.14%,,,,,,,,
119,Structure,Freeze panes set,1 = highly important,FALSE,4.95%,0.69%,Freeze panes keep labels and the timeline visible during scrolling. Freeze panes are also not excessively set - i.e. not more than 2/3 of a regular screen view should be blocked by freeze panes.,Freeze panes keep labels and the timeline visible during scrolling while enough of the calculations is still visible.,Freeze panes are not set where needed; labels scroll out of view. Or freeze panes set excessively.,Is freeze panes used to freeze the row labels as well as the timeline? (where appropriate),"Freeze panes keep row labels and the timeline header visible when scrolling, which is essential for navigating large calculation sheets without losing context.",TRUE,"Applies: cases whose scope implies sheets extending beyond one screen - long period timelines, many line items, long data tables; in practice most calculation and statement tabs. N/A: cases small enough that every sheet fits on a single screen, where freezing adds nothing. How to tell from the starting file: multiply the periods by the line items the brief implies. A 10-year monthly build is 120 period columns and a 10-year daily build far more, so always apply. A 20-row answer table visible in one screen is N/A.",,,,,,,,,,118,98.84%,0.14%,,,,,,,,
120,Structure,One timeline per sheet,2 = important,FALSE,1.98%,0.28%,"Each worksheet should contain only one timeline. Multiple timelines on one sheet create ambiguity about which period a calculation refers to. Where a sheet genuinely needs a second periodicity (e.g., an annual summary beneath a quarterly build), the blocks must be clearly separated and labeled.","Each worksheet uses a single timeline - or any additional periodicity is clearly separated, labeled, and justified.","A worksheet contains multiple timelines that are interleaved or not clearly separated, labeled and justified.",Is there only one timeline per worksheet - or is any additional periodicity clearly separated and labeled?,"Multiple timelines on one sheet create ambiguity about which period a calculation refers to and make cross-sheet linking error-prone. Stick to one timeline per sheet; where a second periodicity is genuinely needed, separate and label the blocks clearly.",TRUE,"Applies: cases with a period timeline, and with particular force where more than one periodicity is required or implied - a monthly build with an annual summary, daily detail aggregated into months, quarterly detail feeding annual statements, or annual tax, dividend or distribution logic sitting on a monthly or daily build. N/A: cases with no time dimension. How to tell from the starting file: does the brief ask for results at more than one frequency, or for annual answers out of a sub-annual build? If yes, apply, and check that the second periodicity sits in a separate, clearly labeled block or on its own sheet rather than being interleaved with the primary grid.",,,,,,,,,,119,98.95%,0.11%,,,,,,,,
121,Structure,Chronological left-to-right,1 = highly important,FALSE,4.95%,0.69%,"Columns should run chronologically from left to right - earliest periods on the left, furthest future on the right.",Columns run chronologically left to right.,Columns are not in chronological order.,Do the columns read chronologically from left to right (i.e. timeline increasing going to the right)?,"Running the timeline chronologically from left to right - earliest period on the left, furthest future on the right - is the universal convention in financial modeling, and it is what makes copying a formula rightwards across the timeline safe and predictable.",TRUE,"Applies: any case with periods running across columns. N/A: cases with no time dimension at all, and cases where the timeline deliberately runs down rows throughout - there is then no left-to-right order to assess, and whether a vertical layout was the right choice is a question of orientation graded separately. How to tell from the starting file: if the brief states a forecast horizon, a model duration or a schedule with periods, apply.",,,,,,,,,,120,99.05%,0.11%,,,,,,,,
122,Structure,Time period headers,1 = highly important,FALSE,4.95%,0.69%,"Header rows should specify the time period for each column (e.g., FY2024, Q1 2025, Jan-25) so the reader immediately knows which period each column of data represents (for the modeling part).",Header rows clearly specify the time period for each column.,Header rows omit or insufficiently label the time period for one or more columns.,Do header rows specify the time period for each column?,"Clear time period headers are essential for the reader to orient themselves in the model's timeline. Without them, the reader must infer which period a column represents, increasing the risk of misinterpretation.",TRUE,"Applies: any case with columns (or rows) representing periods - every forecast, schedule, statement or amortiztion build. N/A: cases with no time dimension at all. How to tell from the starting file: look for a forecast horizon, model duration, schedule or maturity in the brief. Note that a comparables table with a per-company 'fiscal period' column is an attribute of each row rather than a period axis, and does not on its own trigger this item. Where applicable: expect each period column to carry an explicit header (FY2027, Q1 2028, Jan-25, or a date) generated from the model's date logic rather than typed in by hand.",,,,,,,,,,121,99.16%,0.11%,,,,,,,,
123,Structure,Data-type designation (actuals vs. estimates),1 = highly important,FALSE,4.95%,0.69%,"Header rows should indicate whether the data in each column consists of actual values, estimates/forecasts, or another type of data (e.g., by appending 'A' for actuals and 'E' for estimates, or using a separate designation row).","Header rows clearly indicate whether values are actuals, estimates/forecasts, or another data type.",Header rows omit the actuals/estimates designation; the reader cannot distinguish historical from projected data.,"Do header rows indicate whether data consists of actuals, estimates, or another type?",Distinguishing actuals from estimates in the headers is critical for the reader to know which data is fixed historical and which is projected. This designation complements the visual actuals-vs-forecast separation at the header level.,TRUE,"Applies: cases presenting more than one data type - actuals alongside forecast, actual alongside budget or plan, reported figures alongside estimates, historical balances continued into a projection, or a base period the forecast is calibrated to. N/A: cases in which every period column is the same data type and a block or sheet header already states which it is. How to tell from the starting file: does the pack supply a prior-year actual, a base period, or a closing balance sheet that the forecast continues from? If yes, apply, and expect the boundary column to be labeled - for example 2026A against 2027E, or a designation row above the period headers.",,,,,,,,,,122,99.27%,0.11%,,,,,,,,
124,Structure,Clear row labels,2 = important,FALSE,1.98%,0.28%,"Row labels should be clear, descriptive, professional, correctly spelled, and use standard financial terminology appropriate to the target audience.","Row labels are clear, professional, correctly spelled, and use standard terminology.","Row labels are vague, unprofessional, misspelled, or use non-standard terms.","Are all row labels clear, descriptive, professional, correctly spelled, and using standard terminology?","Clear, correctly spelled row labels let a reader understand each line without tracing its formula, and should match the terminology the target audience uses. Vague or misspelled labels slow the reviewer and undermine confidence in the rest of the model.",FALSE,N/A,,,,,,,,,,123,99.38%,0.11%,,,,,,,,
125,Structure,Clear column labels,2 = important,FALSE,1.98%,0.28%,"Column labels should be clear, descriptive, professional, correctly spelled, and use standard financial terminology appropriate to the target audience.","Column labels are clear, professional, correctly spelled, and use standard terminology.","Column labels are vague, unprofessional, misspelled, or use non-standard terms.","Are all column labels clear, descriptive, professional, correctly spelled, and using standard terminology?","Clear, descriptive column labels using standard financial terminology (e.g., 'FY2024A', 'FY2025E', 'Revenue ($mm)', 'EBITDA Margin (%)') orient the reader immediately and reduce ambiguity. Labels should be appropriate to the target audience - a management presentation may use plain language, while a sell-side model may use industry shorthand. Vague or non-standard labels slow the reviewer and increase the risk of misinterpretation.",FALSE,N/A,,,,,,,,,,124,99.49%,0.11%,,,,,,,,
126,Structure,Roll-forward (corkscrew) structure for balances,1 = highly important,FALSE,4.95%,0.69%,"Balance items that move over time - debt, cash, PP&E, working capital, equity, provisions, share count - should be built as explicit roll-forwards: opening balance, additions, deductions, closing balance, with each period's closing balance feeding the next period's opening balance. A model with no carried-forward balances satisfies this item by default.","Balance items are built as explicit roll-forwards, with each movement on its own line and closing balances feeding the next period's opening balance - or the model carries no balances forward.","Balance items are computed in one compressed formula without showing opening balance, movements, and closing balance - or a period's opening balance does not equal the prior period's closing balance.","Are balance items built as explicit roll-forwards (opening balance, movements, closing balance)?","The roll-forward, or corkscrew, is the standard structure for any balance that moves over time. It makes each movement visible and separately auditable, guarantees that periods link (this period's opening is last period's closing), and gives the balance sheet and cash flow statement a single reconcilable source for each item. Balances calculated in one compressed formula hide the movements, cannot be checked against the cash flow statement, and are a frequent cause of balance sheet imbalances.",TRUE,"Applies: any case carrying a balance across periods - debt, cash, PP&E, accumulated depreciation, working capital items, equity, retained earnings, provisions, tax payable, share count, inventory, or a physical asset count that accumulates such as machines or tooling. N/A: cases with no carried-forward balance - a single-period P&L, a standalone unit-economics build, a multiples valuation from supplied figures, a pricing or costing calculation, or a discounting schedule whose cash flows are each computed independently of one another. How to tell from the starting file: does the pack give an opening or closing balance sheet, useful lives, a loan or lease schedule, an existing asset base, or working-capital day metrics? Any one of these means apply, and expect opening balance, movements and closing balance to be shown explicitly, with each period's close feeding the next period's open.",,,,,,,,,,125,99.60%,0.11%,,,,,,,,
127,Structure,Circularity - valid justification,2 = important,FALSE,1.98%,0.28%,"Any circular reference in the model must have a clear, valid modeling reason (e.g., average debt balance, revolver sweep, iterative WACC, interest on average cash).","Every circular reference in the model has a clear, valid modeling reason.","One or more circular references exist without a clear justification, indicating a formula error or poor model design.",Is every circular reference in the model justified by a valid modeling reason?,"Not all circular references are errors - some are intentional and necessary (average debt balance, revolver sweep, iterative WACC, interest on average cash). However, unjustified circular references are among the most dangerous model flaws, as they can cause Excel to spiral or return silently incorrect values.",TRUE,"Applies: cases whose mechanics can produce circularity at all - either because a legitimate loop is built into the brief (interest charged or earned on cash or debt balances feeding net income, a revolver or cash sweep, a minimum-cash test, an iterative WACC or an equity value that feeds its own discount rate, a fee or bonus charged on a base that includes itself), or because the case requires an integrated build in which circularity commonly arises by accident (linked three statements, a debt schedule feeding interest feeding net income feeding cash, any balance that is both an input to and an output of the same schedule). N/A: static, single-pass cases where no formula can depend on its own result and a circular reference would make no modeling sense at all - a multiples valuation from supplied figures, a fixed annuity or straight-line schedule with no feedback, a discounting schedule whose cash flows are each computed independently, a costing, pricing or sizing calculation. How to tell from the starting file: trace the interest, financing, cash and fee rules and ask whether any output can feed back into its own input. 'Negative cash balances accrue interest', 'surplus cash earns interest' and 'the revolver is drawn to a minimum cash balance' all create a loop, so apply. Apply also to any integrated statement build, since that is where unintended circularity typically appears. Mark N/A only where the calculation runs strictly in one direction from inputs to answer. Where applicable: this item covers EVERY circular reference found in the workbook, intentional or accidental, and asks whether each has a valid modeling reason - it is not limited to loops the brief asked for.",,,,,,,,,,126,99.71%,0.11%,,,,,,,,
128,Structure,Circularity - documentation,2 = important,FALSE,1.98%,0.28%,"Any intentional circular reference must be documented via cell comments or a model note explaining its purpose, the mechanics of the circularity, and how it resolves.",Every intentional circular reference is documented with a comment or note explaining its purpose and mechanics.,Intentional circular references exist but are undocumented; reviewers cannot tell whether they are intentional or accidental.,Is every intentional circular reference documented via cell comments or model notes?,"Even when a circular reference is justified, it must be documented so that reviewers and future users can distinguish it from an accidental error. Documentation should explain the purpose of the circularity and how it resolves, enabling safe maintenance and debugging.",TRUE,"Applies: only where the case's mechanics create a legitimate, INTENTIONAL circular loop that a competent build would deliberately keep - interest charged or earned on cash or debt balances that feeds net income, a revolver or cash sweep, a minimum-cash test, a WACC or equity value that depends on the value this same model produces, or a fee or bonus charged on a base that includes itself. N/A: cases with no such loop by design, where there is nothing legitimate to explain - a static valuation from supplied figures, a fixed annuity or straight-line schedule with no feedback, a single-pass costing calculation. How to tell from the starting file: read the interest, financing, cash and fee rules and ask whether any output feeds back into its own input BY DESIGN. 'Negative cash balances accrue interest', 'surplus cash earns interest', 'the revolver is drawn to a minimum cash balance', or 'set the market value of equity equal to the equity value this model produces' all create a designed loop, so apply. A fixed annuity schedule independent of the cash balance does not. Note: this item asks only whether an intended loop is explained - its purpose, its mechanics, and how it resolves. Whether the loop was a valid modeling choice in the first place, and whether a breaker switch exists, are separate questions and are not graded here.",,,,,,,,,,127,99.82%,0.11%,,,,,,,,
129,Structure,Circularity breaker switch,3 = not absolutely crucial,FALSE,0.99%,0.14%,"Where the model contains intentional circular references, each must have a circuit-breaker switch (a flag cell that toggles circularity off, replacing the circular formula with zero or a static value) for debugging. A model with no circularity satisfies this item by default.","The model contains no circular references, or all intentional circular references have a circuit-breaker switch.",Intentional circular references exist but lack a circuit-breaker switch.,Is there a circuit breaker connected to circular reference formulas?,"Without a circuit-breaker switch, a circular reference can cause Excel to spiral or return incorrect values with no way to isolate the problem. A simple toggle cell (e.g., a 0/1 flag that, when set to 0, breaks the circular path by substituting a static value) allows the modeler to test the non-circular state, debug issues, and restore circularity safely. This is essential practice for models with intentional circularity such as average-balance interest, revolver sweeps, or iterative WACC calculations. Iterative calculation must also be enabled in the workbook and that requirement stated, since the model returns errors on any machine where it is switched off.",TRUE,"Applies: only where the case's mechanics create a legitimate, intentional circular loop - interest on cash or debt balances feeding net income, a revolver or cash sweep, a minimum-cash test, an iterative WACC or equity value, or a fee charged on a base that includes itself - so that a toggle is needed to break the loop for debugging and to demonstrate that the model resolves rather than drifting. N/A: cases with no such loop by design. How to tell from the starting file: read the interest, financing and cash rules and ask whether any output feeds back into its own input by design. Where it does, apply, and expect a labeled flag cell that replaces the circular term with zero or a static value, together with evidence that the model still balances when the switch is thrown. Note: this item asks only for the presence and function of the switch - not for the reason behind the loop, nor for its written explanation.",,,,,,,,,,128,99.92%,0.11%,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,129,100.00%,0.08%,,,,,,,,
